method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT_DUMMY,IsActiveMember,Exited,,-1.0754437635410554,-1.1885055110883405,-0.9623820159937703,0.1531612740702717,LOGIT_DUMMY
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT_DUMMY,IsActiveMember,Exited,Age|CreditScore|NumOfProducts,-1.0809278272644947,-1.1917811666252864,-0.9700744879037028,0.11631490567649638,LOGIT_DUMMY
