method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,"Tenure,IsActiveMember",Exited,,-0.015949108229035794,-0.03428431159829218,0.0023860951402205864,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,"Tenure,IsActiveMember",Exited,HasCrCard,-0.01610515640838495,-0.033172796885841495,0.0009624840690715952,0.024736423623633153,LOGIT
