method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,OLS,Balance,CreditScore,,1.7922945053489765e-05,-1.7235471870195146e-05,5.308136197717468e-05,0.0016405885327491765,OLS
RESIT,PREDICTED_DAG,OLS,Balance,CreditScore,Gender_Female|Geography_France,6.942466530765031e-06,-2.419822769973138e-05,3.808316076126144e-05,0.00010653810356553439,OLS
