method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
FCI,NAIVE,LOGIT,ex_scr,is_apl,,4.090011984400146,2.621495891279737,5.558528077520554,0.16208322458562885,LOGIT
FCI,PREDICTED_DAG,LOGIT,ex_scr,is_apl,,4.949753549453422,4.162973459107619,5.736533639799225,0.14253397883088015,LOGIT
FCI,TRUE_DAG,LOGIT,ex_scr,is_apl,ed_lvl,4.092710561952509,2.6470469024393775,5.53837422146564,0.14389315490647836,LOGIT
