method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,CreditScore,Exited,,-0.000668328997846277,-0.0012177941355105077,-0.00011886386018204623,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,CreditScore,Exited,,-0.0006955711905630649,-0.0011989403133655409,-0.00019220206776058896,0.0007256691742207888,LOGIT
