method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,"HasCrCard,NumOfProducts",Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,"HasCrCard,NumOfProducts",Exited,Balance|Gender_Female|Geography_France,-0.02845082620080304,-0.13653009617805983,0.07962844377645376,0.03267147182429897,LOGIT_DUMMY
