method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT_DUMMY,"IsActiveMember,NumOfProducts",Exited,,-1.0754437635410554,-1.1885055110883405,-0.9623820159937703,0.1531612740702717,LOGIT_DUMMY
PC,PREDICTED_DAG,LOGIT_DUMMY,"IsActiveMember,NumOfProducts",Exited,,-0.7900301670593916,-0.8907823561734627,-0.6892779779453204,0.026512189599852465,LOGIT_DUMMY
