method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,"Age,CreditScore,NumOfProducts,Tenure",Exited,,0.07270600717133059,0.06765810564009127,0.07775390870256992,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,"Age,CreditScore,NumOfProducts,Tenure",Exited,HasCrCard|IsActiveMember,0.07232751879679554,0.06739780691619418,0.0772572306773969,0.11665377452523906,LOGIT
