method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT_DUMMY,"IsActiveMember,Geography_Germany",Exited,,-1.0754437635410554,-1.1885055110883405,-0.9623820159937703,0.1531612740702717,LOGIT_DUMMY
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT_DUMMY,"IsActiveMember,Geography_Germany",Exited,Age|Balance|CreditScore|Geography_France|HasCrCard|NumOfProducts,-1.079918672710418,-1.1923403362463743,-0.9674970091744616,0.14331537942526873,LOGIT_DUMMY
