method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,OLS_DUMMY,IsActiveMember,Balance,,942.4561566017378,-1227.1619950129684,3112.074308216444,0.2533112899457093,OLS_DUMMY
RESIT,PREDICTED_DAG,OLS_DUMMY,IsActiveMember,Balance,Gender_Female|Geography_France,-1202.1737597361275,-3585.182754054923,1180.835234582668,0.053792221879833346,OLS_DUMMY
