method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,"Balance,NumOfProducts",Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,"Balance,NumOfProducts",Exited,,4.691699096438875e-06,3.8480920046426836e-06,5.535306188235067e-06,0.014296838762719477,LOGIT
