method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,EstimatedSalary,Exited,,4.806990772859207e-07,-4.476635470404929e-07,1.4090617016123342e-06,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,EstimatedSalary,Exited,Gender_Female|Geography_France,4.7135711025796775e-07,-3.846340213108212e-07,1.3273482418267566e-06,0.022228305334225484,LOGIT
