method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,"Balance,Gender_Female",Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,"Balance,Gender_Female",Exited,Geography_France,4.265380457317826e-06,3.4268685020660013e-06,5.10389241256965e-06,0.03215984461292076,LOGIT
