method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,Geography_Spain,Exited,,-0.8504950688185539,-1247813.0664191416,1247811.365429004,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,Geography_Spain,Exited,Balance|Gender_Female|Geography_France|Geography_Germany|NumOfProducts,-0.6219018063260532,,,0.042948515994064906,LOGIT_DUMMY
