method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,Balance,IsActiveMember,,3.1934277626155955e-07,-4.259388749295343e-07,1.0646244274526533e-06,0.03307437441272365,LOGIT
PC,PREDICTED_DAG,LOGIT,Balance,IsActiveMember,,-3.2341595362194305e-07,-9.520291797861817e-07,3.051972725422956e-07,7.340551791457095e-05,LOGIT
