method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT_DUMMY,"HasCrCard,NumOfProducts",Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
PC,PREDICTED_DAG,LOGIT_DUMMY,"HasCrCard,NumOfProducts",Exited,,-0.03791374825479796,-0.14430963179287462,0.0684821352832787,0.0023536268730421916,LOGIT_DUMMY
