method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,"Balance,IsActiveMember",Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,"Balance,IsActiveMember",Exited,,4.9002036488540834e-06,4.0820544767089385e-06,5.718352820999228e-06,0.03839151781390593,LOGIT
