method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,"Age,Balance",Exited,,0.07270600717133059,0.06765810564009127,0.07775390870256992,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,"Age,Balance",Exited,IsActiveMember|NumOfProducts,0.07282691273175163,0.06786004902425101,0.07779377643925224,0.12773905453164325,LOGIT
