method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,Balance,IsActiveMember,,3.1934277626155955e-07,-4.259388749295343e-07,1.0646244274526533e-06,0.03307437441272365,LOGIT
RESIT,PREDICTED_DAG,LOGIT,Balance,IsActiveMember,Gender_Female|Geography_France,-3.263576890890054e-07,-9.727262229988103e-07,3.2001084482079955e-07,0.00044479278315101567,LOGIT
