method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,"CreditScore,Balance",Exited,,-0.000668328997846277,-0.0012177941355105077,-0.00011886386018204623,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,"CreditScore,Balance",Exited,Gender_Female|Geography_France,-0.000758487001666254,-0.0012702036862852787,-0.0002467703170472292,0.03299501866904431,LOGIT
