method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,CreditScore,Exited,,-0.000668328997846277,-0.0012177941355105077,-0.00011886386018204623,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,CreditScore,Exited,Gender_Female|Geography_France,-0.0007478440719492889,-0.0012572774451275804,-0.00023841069877099743,0.02293219229984611,LOGIT
