method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,Gender_Female,Exited,,-0.659361955393585,,,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,Gender_Female,Exited,Geography_France,0.5322577407297129,0.4336100745261664,0.6309054069332594,0.022113068954973114,LOGIT_DUMMY
