method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,"Balance,NumOfProducts",Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,"Balance,NumOfProducts",Exited,Gender_Female|Geography_France,3.989319216326693e-06,3.114455371640537e-06,4.86418306101285e-06,0.0326451965250566,LOGIT
