method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,HasCrCard,Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,HasCrCard,Exited,Balance|Gender_Female|Geography_France,-0.028673607390175184,-0.13672270836087705,0.07937549358052667,0.032186547439838065,LOGIT_DUMMY
