method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,NumOfProducts,Exited,,-0.10152265944305305,-0.19390404713013495,-0.009141271755971153,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,NumOfProducts,Exited,,-0.21022779544774473,-0.2965012155871918,-0.12395437530829767,0.002305519617445184,LOGIT
