method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT,Balance,IsActiveMember,,3.1934277626155955e-07,-4.259388749295343e-07,1.0646244274526533e-06,0.03307437441272365,LOGIT
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT,Balance,IsActiveMember,Age|CreditScore,-4.11402086015051e-07,-1.0428590340370713e-06,2.200548620069692e-07,0.005920976440855097,LOGIT
