method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT,"EstimatedSalary,Balance",Exited,,4.806990772859207e-07,-4.476635470404929e-07,1.4090617016123342e-06,0.1531612740702717,LOGIT
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT,"EstimatedSalary,Balance",Exited,Age|CreditScore|Tenure,6.350350896953535e-07,-2.598904005472079e-07,1.529960579937915e-06,0.0899320980475613,LOGIT
