method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT,"Age,CreditScore,NumOfProducts,Tenure",Exited,,0.07270600717133059,0.06765810564009127,0.07775390870256992,0.1531612740702717,LOGIT
RESIT,PREDICTED_DAG,LOGIT,"Age,CreditScore,NumOfProducts,Tenure",Exited,Balance|Gender_Female|Geography_France,0.0632129713803483,0.05849402824752704,0.06793191451316957,0.10634997586302719,LOGIT
