method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,OLS_DUMMY,HasCrCard,CreditScore,,-1.1128253771060308,-5.26912013644121,3.0434693822291488,0.0016405885327491765,OLS_DUMMY
BIC_EXACT_SEARCH,PREDICTED_DAG,OLS_DUMMY,HasCrCard,CreditScore,,-1.1573792623805428,-5.312865336917159,2.998106812156073,2.979502677746826e-05,OLS_DUMMY
