method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT_DUMMY,HasCrCard,Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
PC,PREDICTED_DAG,LOGIT_DUMMY,HasCrCard,Exited,,-0.03870062174852589,-0.14497285079178363,0.06757160729473186,5.023784388569208e-05,LOGIT_DUMMY
