method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,Age|CreditScore|NumOfProducts|Tenure,-0.04076030961669816,-0.15432309596852398,0.07280247673512766,0.11665377452523906,LOGIT_DUMMY
