method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,OLS_DUMMY,IsActiveMember,Balance,,942.4561566017378,-1227.1619950129684,3112.074308216444,0.2533112899457093,OLS_DUMMY
PC,PREDICTED_DAG,OLS_DUMMY,IsActiveMember,Balance,,-1258.9547180562774,-3706.3420205937855,1188.4325844812308,0.00010168908164920332,OLS_DUMMY
