method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
PC,PREDICTED_DAG,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,,-0.050042888051555816,-0.15766636511680052,0.05758058901368888,0.02439787783398739,LOGIT_DUMMY
