method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,OLS_DUMMY,IsActiveMember,Balance,,942.4561566017378,-1227.1619950129684,3112.074308216444,0.2533112899457093,OLS_DUMMY
BIC_EXACT_SEARCH,PREDICTED_DAG,OLS_DUMMY,IsActiveMember,Balance,Age|CreditScore,-1594.4573202573442,-4046.3935081821573,857.4788676674689,0.001003884655477405,OLS_DUMMY
