method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
PC,NAIVE,LOGIT,Balance,Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
PC,PREDICTED_DAG,LOGIT,Balance,Exited,,4.851846687079709e-06,4.0430077747675776e-06,5.66068559939184e-06,0.014122288564348051,LOGIT
