method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT,"Balance,Gender_Female",Exited,,2.637069299681697e-06,1.6292309664369522e-06,3.6449076329264416e-06,0.1531612740702717,LOGIT
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT,"Balance,Gender_Female",Exited,Age|CreditScore,5.154028105898056e-06,4.298265197240505e-06,6.009791014555608e-06,0.10061156060938947,LOGIT
