method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,Geography_France,Exited,,-0.8857128402374358,-1247813.1016369183,1247811.330211238,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,Geography_France,Exited,,-0.5271766854770911,-0.6262171530282947,-0.4281362179258874,0.010957150288972817,LOGIT_DUMMY
