method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,,-0.044676392160557826,-0.16097973366971802,0.07162694934860238,0.1531612740702717,LOGIT_DUMMY
RESIT,PREDICTED_DAG,LOGIT_DUMMY,"HasCrCard,IsActiveMember",Exited,Balance|Gender_Female|Geography_France,-0.04244200740171534,-0.1518998993228072,0.06701588451937651,0.05612180382383736,LOGIT_DUMMY
