method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
RESIT,NAIVE,OLS,Age,EstimatedSalary,,-54.386214587623186,-168.38698280221053,59.61455362696415,0.0010473112754703084,OLS
RESIT,PREDICTED_DAG,OLS,Age,EstimatedSalary,Gender_Female|Geography_France,-41.508473865870236,-149.91253853949988,66.89559080775939,0.00013371580127063964,OLS
