method,mode,estimand,treatment,outcome,adjustment_set,coef,ci_low,ci_high,r2,model
BIC_EXACT_SEARCH,NAIVE,LOGIT,"NumOfProducts,Geography_Germany",Exited,,-0.10152265944305305,-0.19390404713013495,-0.009141271755971153,0.1531612740702717,LOGIT
BIC_EXACT_SEARCH,PREDICTED_DAG,LOGIT,"NumOfProducts,Geography_Germany",Exited,Age|Balance|CreditScore|Tenure,-0.10898139397508869,-0.19975527907534832,-0.018207508874829054,0.10576452487695209,LOGIT
